Statement,Link,Date
Russia has no doubt responsibility for Nord Stream incident lies with US — senior diplomat,https://www.tass.com/russia/1577609,"17 Feb, 03:37 "
Russia open to discussing any issues with US — senior diplomat,https://www.tass.com/russia/1577613,"17 Feb, 03:20 "
"Russia’s approach to Ukraine situation cool-headed, excludes escalation — senior diplomat",https://www.tass.com/russia/1577603,"17 Feb, 02:58 "
Russia sees unrestrained escalation by US in Ukraine situation — senior diplomat,https://www.tass.com/russia/1577597,"17 Feb, 02:50 "
US currently ignores Russia’s signals — senior diplomat,https://www.tass.com/russia/1577595,"17 Feb, 02:48 "
Russian official brands Kiev’s accusations of radioactive poisoning as profanation,https://www.tass.com/russia/1577591,"17 Feb, 01:55 "
Nothing positive in Russia-US relations besides prisoner swaps — senior diplomat,https://www.tass.com/russia/1577589,"17 Feb, 01:53 "
NORAD jest scrambled over four Russian planes passing near Alaska — statement,https://www.tass.com/world/1577581,"17 Feb, 01:36 "
"Ukraine’s Medvedchuk says he believed in Merkel’s, Hollande’s, Poroshenko’s aim for peace",https://www.tass.com/russia/1577575,"17 Feb, 01:29 "
Russia’s highest grossing movie Cheburashka shown in space — Roscosmos,https://www.tass.com/russia/1577567,"17 Feb, 01:28 "
Russian defense companies ready for new export contracts despite special op — CEO,https://www.tass.com/defense/1575907,"14 Feb, 10:15 "
"Dollar, euro climb in early morning trade in Moscow on Tuesday",https://www.tass.com/economy/1575905,"14 Feb, 09:57 "
Russia’s large landing ship conducts exercise off Kurils,https://www.tass.com/defense/1575887,"14 Feb, 06:02 "
Russia’s budget deficit may reach 3-3.3% of GDP in 2023 — rating agency,https://www.tass.com/economy/1575877,"14 Feb, 03:50 "
Court rejects motion to expel American woman that walked calf in Red Square,https://www.tass.com/russia/1575851,"14 Feb, 01:16 "
"Special military operation boosts foreign interest in Russian weapons, says official",https://www.tass.com/russia/1575407,"13 Feb, 09:55 "
Dollar rises to 73.74 rubles on Moscow Exchange,https://www.tass.com/russia/1575405,"13 Feb, 09:53 "
Death toll from household gas explosion in Russia’s Novosibirsk rises to 14 — governor,https://www.tass.com/russia/1575401,"13 Feb, 09:19 "
Rescuers pull Turkish survivor from rubble 160 hours after quake — Russian ministry,https://www.tass.com/russia/1575397,"13 Feb, 08:47 "
Russian energy official slams Ukrainian sanctions as waste of time,https://www.tass.com/russia/1575393,"13 Feb, 07:47 "
"Russia may adjust weapons exports amid special military operation, official says",https://www.tass.com/russia/1575391,"13 Feb, 07:27 "
"Russia, India maintain defense cooperation despite Western pressure, official says",https://www.tass.com/russia/1575387,"13 Feb, 05:50 "
"Russia to showcase 200 types of weapons, equipment at Aero India 2023 show",https://www.tass.com/russia/1575381,"13 Feb, 04:14 "
Thirty Ukrainian shelling attacks recorded in DPR in past day,https://www.tass.com/russia/1575379,"13 Feb, 04:13 "
Ukrainian opposition politician says sees no prospects for Minsk-3,https://www.tass.com/world/1575377,"13 Feb, 04:12 "
Family of three saved alive after quake in Turkey by rescuers from Russia’s Bashkortostan,https://www.tass.com/world/1575341,"12 Feb, 20:44 "
Russian emergencies ministry completes post-quake rescue operation in Syria,https://www.tass.com/earthquakes-in-turkey/1575337,"12 Feb, 20:19 "
"Russia records 12,347 new daily COVID-19 cases, with 31 new fatalities — crisis center",https://www.tass.com/russia/1575293,"12 Feb, 14:29 "
Mayor reports casualties in Ukrainian attack on private home in Donetsk,https://www.tass.com/russia/1575149,"11 Feb, 17:57 "
Russian ambassador to US says Western plans to inflict strategic defeat on Russia thwarted,https://www.tass.com/politics/1575093,"11 Feb, 10:20 "
"Presidents of US, Brazil call for ‘just and durable peace’ in Ukraine",https://www.tass.com/world/1575087,"11 Feb, 09:57 "
Envoy: Return of US Special Operations Forces to Ukraine is direct involvement in conflict,https://www.tass.com/politics/1575085,"11 Feb, 09:14 "
"Progress spacecraft with equipment, food and gifts for cosmonauts to dock with ISS",https://www.tass.com/science/1575083,"11 Feb, 09:04 "
Poll reveals level of Russian public’s confidence in Putin,https://www.tass.com/society/1575081,"11 Feb, 08:01 "
"Serbia should not give up on Russian culture, says Vucic",https://www.tass.com/world/1575079,"11 Feb, 07:22 "
Vucic believes Ukrainian conflict to escalate in next five or six months,https://www.tass.com/world/1575075,"11 Feb, 06:24 "
"Serbia ‘between the hammer and the anvil’ because of West-Russia relations, says Vucic",https://www.tass.com/world/1575073,"11 Feb, 06:04 "
US okays Ukrainian forces’ strikes on Crimea,https://www.tass.com/world/1575067,"11 Feb, 04:47 "
"Reports on Ukraine's use of chemical weapons multiply, says acting DPR head",https://www.tass.com/politics/1575065,"11 Feb, 04:27 "
"Dollar grows to 73.2 rubles, euro declines to 78.36 rubles on Moscow Exchange",https://www.tass.com/economy/1574401,"10 Feb, 10:02 "
Novosibirsk rescuers confirm that gas blast killed 13 people,https://www.tass.com/emergencies/1574399,"10 Feb, 09:37 "
Russian rescuers complete clearing debris after Novosibirsk gas blast,https://www.tass.com/emergencies/1574383,"10 Feb, 08:08 "
Death toll in Novosibirsk gas blast rises to 13,https://www.tass.com/emergencies/1574379,"10 Feb, 07:46 "
Six Russian space launches in 2023-2025 can include secondary payload,https://www.tass.com/science/1574375,"10 Feb, 07:08 "
Novosibirsk authorities confirm 12 deaths in Thursday's gas blast,https://www.tass.com/emergencies/1574371,"10 Feb, 06:33 "
Over 50 foreign air carriers perform flights to Russia — minister,https://www.tass.com/russia/1574367,"10 Feb, 06:12 "
Russia performs 100 successful space launches in a row — Roscosmos,https://www.tass.com/russia/1574365,"10 Feb, 06:09 "
Kiev troops fired over 160 projectiles towards DPR in past day,https://www.tass.com/emergencies/1574363,"10 Feb, 05:16 "
Author of Nord Stream investigation report sees possibility of visiting Russian parliament,https://www.tass.com/world/1574355,"10 Feb, 04:04 "
EU seeks to 'literally submerge' investigation of Nord Stream sabotage — diplomat,https://www.tass.com/politics/1574343,"10 Feb, 03:29 "
Rosatom chief praises IAEA for professionalism in talks over Zaporozhye nuclear plant,https://www.tass.com/russia/1574319,"10 Feb, 01:42 "
Euro hits 78 rubles on Moscow Exchange for first time since April 25,https://www.tass.com/russia/1573755,"9 Feb, 10:22 "
Russia to draw attention to use of chemical weapons by Ukrainian troops — UN mission,https://www.tass.com/russia/1573753,"9 Feb, 10:21 "
"LPR shelled by Ukrainian troops two times during past day, one civilian killed",https://www.tass.com/russia/1573749,"9 Feb, 10:08 "
Dollar up to 72.59 rubles on Moscow Exchange,https://www.tass.com/russia/1573747,"9 Feb, 10:06 "
Woman saved from under rubble of collapsed house in Novosibirsk — emergencies ministry,https://www.tass.com/russia/1573739,"9 Feb, 09:20 "
Death toll from household gas explosion in Novosibirsk up to two — emergencies services,https://www.tass.com/russia/1573723,"9 Feb, 07:46 "
Household gas explosion causes partial collapse of apartment block in Novosibirsk,https://www.tass.com/russia/1573715,"9 Feb, 07:24 "
US’ anti-Russian course hampers strategic stability dialogue — Russian diplomat,https://www.tass.com/russia/1573707,"9 Feb, 07:09 "
Terror attack at railway station prevented in Stavropol region,https://www.tass.com/russia/1573701,"9 Feb, 05:29 "
Russophobic policy of countries doesn’t reflect people’s moods — Metropolitan Anthony,https://www.tass.com/russia/1573699,"9 Feb, 05:20 "
Talks on agricultural exports from Russia stalled — source,https://www.tass.com/russia/1573697,"9 Feb, 05:06 "
France wants EU to expand sanctions against Wagner PMC in 10th package — agency,https://www.tass.com/world/1573693,"9 Feb, 04:36 "
"Two civilians killed, four wounded in Donetsk in shelling by Ukrainian troops during day",https://www.tass.com/russia/1573689,"9 Feb, 03:56 "
Lavrov arrives on working visit in Sudan,https://www.tass.com/russia/1573681,"9 Feb, 03:21 "
Russian national Martyshev takes off for Qatar after being released from US jail — lawyer,https://www.tass.com/world/1573677,"9 Feb, 03:18 "
"Putin, Russian Security Council discuss fire, flood management, infrastructure development",https://www.tass.com/russia/1573667,"9 Feb, 02:48 "
Russian ambassador left Estonia on Tuesday — portal,https://www.tass.com/world/1573665,"9 Feb, 02:46 "
Russia does everything for finding solutions to improve situation in Afghanistan — Putin,https://www.tass.com/russia/1573641,"9 Feb, 01:57 "
Putin emphasizes need to rapidly bolster Russia’s domestic technologies,https://www.tass.com/russia/1573637,"9 Feb, 01:32 "
Russian citizen Martyshev released from US jail may return home on February 9 — attorney,https://www.tass.com/russia/1573011,"8 Feb, 02:29 "
"Russian rescuers in Turkey comb through rubble of collapsed house, looking for survivors",https://www.tass.com/earthquakes-in-turkey/1573003,"8 Feb, 02:25 "
"Protecting investor interests helped halt exodus of foreign brands, authorities say",https://www.tass.com/russia/1572979,"8 Feb, 02:12 "
23 Ukrainian army collaborators detained in Kherson region in January,https://www.tass.com/russia/1572393,"7 Feb, 02:06 "
Federal Guard Service confirms drunk tried to break into Lenin’s tomb,https://www.tass.com/russia/1572367,"7 Feb, 01:38 "
Russia’s nuclear-powered sub Dmitry Donskoy withdrawn from service,https://www.tass.com/defense/1571657,"6 Feb, 06:01 "
Gorlovka mayor reports casualties in shelling of dormitory,https://www.tass.com/emergencies/1571655,"6 Feb, 05:29 "
Ukrainian troops fire 126 shells at DPR communities on Sunday,https://www.tass.com/russia/1571649,"6 Feb, 04:37 "
Russian woman crowned Mrs Universe 2022,https://www.tass.com/non-political/1571547,"5 Feb, 17:14 "
Ukrainian armed forces fire 39 shells at settlements of Kherson region overnight,https://www.tass.com/russia/1571523,"5 Feb, 13:09 "
Creation of industrial park at Azovstal will take 10 years — authorities,https://www.tass.com/russia/1571517,"5 Feb, 12:12 "
Russian budget performance data for January to appear on February 6-7 — Ministry,https://www.tass.com/russia/1571505,"5 Feb, 10:07 "
Russia’s Emelianenko defeated by Bader in last career fight,https://www.tass.com/russia/1571507,"5 Feb, 10:03 "
"Kraken subvariant of COVID-19 will not dominate in Russia, expert says",https://www.tass.com/russia/1571499,"5 Feb, 07:59 "
Researchers create neural network to slow aging — newspaper,https://www.tass.com/science/1571491,"5 Feb, 06:15 "
Ukrainian forces shelled DPR 46 times over day — mission,https://www.tass.com/russia/1571487,"5 Feb, 05:04 "
Transfer of businessman’s assets to Kiev regime is "outright theft" — Russian embassy,https://www.tass.com/russia/1571481,"5 Feb, 04:23 "
"EU embargoes Russian petroleum products, sets price cap",https://www.tass.com/economy/1571479,"5 Feb, 04:05 "
Russian President not threatening Germany in telephone talks — Scholz,https://www.tass.com/world/1571477,"5 Feb, 03:46 "
Israel does not want flight incidents with military aircraft in Syrian airspace — PM,https://www.tass.com/world/1571473,"5 Feb, 03:14 "
Man’s body recovered from under rubble of house damaged by shelling in Donetsk — DPR,https://www.tass.com/russia/1571469,"5 Feb, 02:51 "
All Russian regions bordering Ukraine make high terrorist threat level indefinite,https://www.tass.com/russia/1571379,"4 Feb, 12:08 "
"Salt reserves at Soledar to suffice 1,000 years, DPR premier says",https://www.tass.com/russia/1571371,"4 Feb, 10:53 "
Euro exchange rate over 77 rubles on Moscow Exchange for first time since December 30,https://www.tass.com/economy/1570263,"2 Feb, 10:11 "
"Dollar down to 70.09 rubles, euro up to 76.91 rubles as trading on Moscow Exchange opens",https://www.tass.com/economy/1570261,"2 Feb, 10:05 "
Putin set to visit Volgograd to mark 80th anniversary of Stalingrad victory,https://www.tass.com/russia/1570247,"2 Feb, 07:10 "
Kiev regime’s troops bombard DPR 18 times over past day — mission,https://www.tass.com/emergencies/1570241,"2 Feb, 04:50 "
Russia’s coal production rises by 0.4% to 437 mln tons in 2022,https://www.tass.com/economy/1570227,"2 Feb, 02:03 "
Russia’s output of mineral fertilizers down 11% to 23.5 mln tons in 2022,https://www.tass.com/economy/1570223,"2 Feb, 02:02 "
Cheburashka family movie to be released in Middle East,https://www.tass.com/society/1570215,"2 Feb, 02:00 "
Russian forces stop Ukrainian attempts to land troops on Dnieper’s east bank — official,https://www.tass.com/defense/1570211,"2 Feb, 01:57 "
IOC member Coventry advocates authorization of Russian athletes for Paris Olympics,https://www.tass.com/sport/1570213,"2 Feb, 01:53 "
"Production of passenger cars in Russia down 67% in 2022 to 450,000 units, says Rosstat",https://www.tass.com/economy/1570197,"2 Feb, 01:51 "
Weekly inflation in Russia speeding up to 0.21% — statistics,https://www.tass.com/economy/1570193,"2 Feb, 01:45 "
"Russia’s oil production up 3.5% in December month-on-month to 46.2 mln tons, says Rosstat",https://www.tass.com/economy/1570189,"2 Feb, 01:43 "
Annual inflation in Russia staying at 11.5% — Economy Ministry,https://www.tass.com/economy/1570187,"2 Feb, 01:42 "
Russia’s foreign trade rebounds to levels that preceded special operation — newspaper,https://www.tass.com/economy/1569727,"1 Feb, 08:55 "
"Kiev troops attacking in small groups near Svatovo, Ukraine",https://www.tass.com/emergencies/1569723,"1 Feb, 08:34 "
"Kremennaya, Svatovo seriously damaged by Kiev’s fire from Western weapons — expert",https://www.tass.com/emergencies/1569721,"1 Feb, 08:32 "
Comet discovered last year to make closest approach to Earth on February 1,https://www.tass.com/science/1569719,"1 Feb, 07:11 "
Russian forces closing pincers on Artyomovsk — military expert,https://www.tass.com/defense/1569717,"1 Feb, 07:10 "
Resumption of full-scale Russia-China air service possible in 2023 — diplomat,https://www.tass.com/economy/1569715,"1 Feb, 07:02 "
No human cases of H5N1 bird flu registered in Russia — scientists,https://www.tass.com/society/1569709,"1 Feb, 06:49 "
Ukrainian troops fire 13 NATO-standard shells towards Donetsk in 10 minutes,https://www.tass.com/emergencies/1569705,"1 Feb, 06:46 "
Donetsk People’s Republic shelled 20 times in past day,https://www.tass.com/emergencies/1569701,"1 Feb, 06:42 "
DPR doubts Kiev will receive military aircraft from Western countries,https://www.tass.com/politics/1569193,"31 Jan, 10:22 "
"Dollar rate up to 70.5 rubles, euro down to 76.08 rubles as Moscow Exchange trading opens",https://www.tass.com/economy/1569191,"31 Jan, 10:06 "
Russia consolidates on new lines recaptured from Ukraine in Zaporozhye Region – politician,https://www.tass.com/politics/1569189,"31 Jan, 10:05 "
IMF does not expect significant impact of price cap on Russian oil exports,https://www.tass.com/economy/1569179,"31 Jan, 09:05 "
"IMF improves Russia's GDP forecast, expects it to grow by 0.3% in 2023 and 2.1% in 2024",https://www.tass.com/economy/1569177,"31 Jan, 08:55 "
Interior Ministry says 40 Russians renounce citizenship in 2022,https://www.tass.com/society/1569173,"31 Jan, 08:50 "
Priest says persecution of Ukrainian Orthodox Church now worse than in Soviet times,https://www.tass.com/society/1569171,"31 Jan, 06:26 "
Turkish opposition vows to strengthen ties with Russia if it wins elections,https://www.tass.com/world/1569169,"31 Jan, 05:30 "
Some countries not ready to engage in dialogue on WHO platform — Russian Health Ministry,https://www.tass.com/society/1569167,"31 Jan, 05:26 "
Expert says Russia to trace supply chain up to end consumers after price cap introduction,https://www.tass.com/economy/1569157,"31 Jan, 04:09 "
Ukrainian army running short of munitions but still capable of fighting – DPR head,https://www.tass.com/politics/1569155,"31 Jan, 03:25 "
"Kiev relocates reserves on Artyomovsk, Ugledar, Maryinka directions — Acting DPR Head",https://www.tass.com/politics/1569153,"31 Jan, 03:22 "
Sibur reduces share of petrochemical sales in Europe from 20% to below 5% – top manager,https://www.tass.com/economy/1568691,"30 Jan, 10:08 "
Ukraine hopes to start using Western tanks in spring – Defense Minister,https://www.tass.com/world/1568687,"30 Jan, 09:52 "
"Dollar down to 69.22 rubles, euro down to 75.21 rubles as trading on Moscow Exchange opens",https://www.tass.com/economy/1568689,"30 Jan, 09:49 "
Sibur increases its share on Turkish market of polymers to more than 20% – top manager,https://www.tass.com/economy/1568683,"30 Jan, 09:06 "
"Ukrainian miliary fire two shells from HIMARS launchers at Alchevsk, LPR reports",https://www.tass.com/emergencies/1568681,"30 Jan, 09:05 "
Russian and Pakistani Foreign Ministers to hold talks in Moscow on Monday,https://www.tass.com/politics/1568679,"30 Jan, 08:11 "
"Sibur petrochemical exports to Africa, South America total 100,000 tons in 2021-2022",https://www.tass.com/economy/1568677,"30 Jan, 07:17 "
S-300 air defense missile hit a residential building in Kharkov – authorities,https://www.tass.com/emergencies/1568675,"30 Jan, 06:41 "
"Ukrainian forces open fire on DPR nine times in 24 hours, says DPR mission",https://www.tass.com/emergencies/1568671,"30 Jan, 04:36 "
Aeroflot plans to increase carriage of passengers to 65 mln a year by 2030 – CEO,https://www.tass.com/economy/1568661,"30 Jan, 04:26 "
Russia cannot greenlight consultations with Japan on fishery near South Kuril Islands,https://www.tass.com/russia/1568599,"29 Jan, 20:31 "
Ukrainian troops hit bridge in Zaporozhye region from HIMARS systems,https://www.tass.com/russia/1568575,"29 Jan, 18:50 "
Crimean Bridge to be closed temporarily to motor vehicles on January 31,https://www.tass.com/russia/1568551,"29 Jan, 14:49 "
Ukrainian military fires 29 shells at Kherson Region’s settlements last night,https://www.tass.com/russia/1568535,"29 Jan, 13:14 "
Russia documents record-high number of extremist crimes in five years in 2022,https://www.tass.com/emergencies/1568515,"29 Jan, 08:35 "
Eurasian Peoples' Assembly in Egypt kicks off with screening of Russian movie,https://www.tass.com/society/1568513,"29 Jan, 07:45 "
Nord Stream blasts highlight EU’s subordinate position to US — Russian diplomat,https://www.tass.com/russia/1568421,"28 Jan, 18:13 "
"Russia refocuses on Asia, Africa in terms of joint fight against terrorism, says diplomat",https://www.tass.com/russia/1568411,"28 Jan, 17:48 "
Russia becomes target of West’s coordinated aggression in cyberspace — MFA,https://www.tass.com/russia/1568405,"28 Jan, 17:31 "
"US ‘burns bridges’ to cybersecurity dialogue with Moscow, senior Russian diplomat says",https://www.tass.com/russia/1568369,"28 Jan, 11:51 "
Russia was and stays ready for massive cyberattacks — Deputy Foreign Minister,https://www.tass.com/politics/1568359,"28 Jan, 09:43 "
Ukrainian forces shell DPR settlements over 40 times per day,https://www.tass.com/emergencies/1568347,"28 Jan, 06:11 "
Fire breaks out at construction market warehouse in Moscow region,https://www.tass.com/emergencies/1568333,"28 Jan, 04:15 "
"NATO ‘simulates’ cyberattacks on Kaliningrad, Moscow facilities — Russian Foreign Ministry",https://www.tass.com/politics/1568327,"28 Jan, 03:25 "
Dollar grows to 69.5 rubles on Moscow Exchange,https://www.tass.com/russia/1567767,"27 Jan, 09:46 "
Lavrov invites foreign minister of Eritrea to visit Russia,https://www.tass.com/russia/1567765,"27 Jan, 09:37 "
Russia grateful to Eritrea for its balanced stance on Ukraine,https://www.tass.com/world/1567763,"27 Jan, 09:36 "
Cosmonauts calm about unscheduled extension of their orbital mission — psychologists,https://www.tass.com/science/1567761,"27 Jan, 09:11 "
Australia’s Olympic committee supports terms for Russia’s return to international sports,https://www.tass.com/world/1567755,"27 Jan, 08:36 "
"Tokyo prohibits exports of radioactive substances, vaccines, robots to Russia",https://www.tass.com/world/1567751,"27 Jan, 08:11 "
US not ready for serious conversation about Ukraine — Russian diplomat,https://www.tass.com/russia/1567743,"27 Jan, 07:10 "
Lavrov warns Africa about West’s attempts to recreate colonial dependence,https://www.tass.com/russia/1567737,"27 Jan, 06:44 "
"Europeans should decide their future for themselves, Russia cannot help them — Lavrov",https://www.tass.com/russia/1567733,"27 Jan, 05:26 "
Events in Ukraine caused by West’s policies — Russian diplomat,https://www.tass.com/politics/1567729,"27 Jan, 04:55 "
International Judo Federation favors Russia’s return to global arena,https://www.tass.com/russia/1567725,"27 Jan, 04:16 "
"Russian, Ukrainian rights officials move closer to exchanging lists of heavily wounded",https://www.tass.com/russia/1567723,"27 Jan, 04:02 "
Kiev troops shell Donetsk three times in just 15 minutes,https://www.tass.com/emergencies/1567721,"27 Jan, 03:44 "
"Russian scientists publish image of asteroid, expected to fly above South America soon",https://www.tass.com/russia/1567719,"27 Jan, 03:41 "
Russia does not reject discussion of arms control with US — Deputy Foreign Minister,https://www.tass.com/russia/1567713,"27 Jan, 02:48 "
Russia’s consumer demand in 2022 saw bigger drop than in 2014-2015 — experts,https://www.tass.com/russia/1567683,"27 Jan, 02:02 "
Positive Technologies sales rise 1.9-fold in 2022,https://www.tass.com/russia/1567681,"27 Jan, 02:00 "
Lada XRay automobiles in short supply,https://www.tass.com/russia/1567675,"27 Jan, 01:56 "
Russian Orthodox clergy to discuss authenticity of last Tsar’s family remains in July,https://www.tass.com/russia/1567685,"27 Jan, 01:45 "
Publisher charged with spreading false reports about Russian military,https://www.tass.com/russia/1567667,"27 Jan, 01:43 "
"German Leopard tanks in Ukraine to reopen Nazi-era wounds among Russians, says envoy",https://www.tass.com/russia/1567665,"27 Jan, 01:42 "
Talks of five nuclear countries no substitute for Russian-US talks — diplomat,https://www.tass.com/russia/1567661,"27 Jan, 01:39 "
"DPR issues handbooks on eliminating Leopard, Abrams tanks — official",https://www.tass.com/russia/1567659,"27 Jan, 01:32 "
Ukrainian troops shell two LPR cities from HIMARS multiple rocket launchers,https://www.tass.com/emergencies/1567215,"26 Jan, 10:22 "
Dollar up to 69.31 rubles on Moscow Exchange,https://www.tass.com/russia/1567213,"26 Jan, 10:00 "
Nearly 40 artillery shells fired by Ukrainian troops at Kherson region during night,https://www.tass.com/emergencies/1567211,"26 Jan, 09:39 "
"F-16 fighter jets, if supplied to Kiev, will be downed and studied — DPR source",https://www.tass.com/russia/1567207,"26 Jan, 09:08 "
Nearly 600 Russian diplomats expelled from Western countries since February 2022,https://www.tass.com/politics/1567203,"26 Jan, 08:15 "
"Russians, Belarusians to be barred from participating in singing competition in Norway",https://www.tass.com/russia/1567193,"26 Jan, 07:01 "
US new Ambassador Lynne Tracy arrives in Moscow — embassy,https://www.tass.com/russia/1567197,"26 Jan, 06:57 "
Psychologists to look at options of support for Russian cosmonauts staying onboard ISS,https://www.tass.com/science/1567181,"26 Jan, 04:18 "
16 shelling attacks staged by Ukrainian troops at DPR cities during past day,https://www.tass.com/russia/1567179,"26 Jan, 04:17 "
Ukraine’s attempt to cross Dnieper near Novaya Kakhovka thwarted by Russian fire,https://www.tass.com/emergencies/1567183,"26 Jan, 04:16 "
Russian diplomat calls on West to prevent ‘nuclear provocations’ with Leopard tanks,https://www.tass.com/russia/1567173,"26 Jan, 03:22 "
Syria’s cross-border aid mechanism has little chance of being extended in July — Nebenzya,https://www.tass.com/russia/1567159,"26 Jan, 01:55 "
"Sochi seaport in talks to open passenger service with Abkhazia, Georgia in 2023",https://www.tass.com/economy/1566143,"24 Jan, 10:33 "
"Dollar, euro down in early Tuesday trading in Moscow",https://www.tass.com/economy/1566139,"24 Jan, 09:59 "
At least two civilians wounded in Ukrainian attack on Ilovaisk in DPR — official,https://www.tass.com/emergencies/1566135,"24 Jan, 09:25 "
Wagner PMC’s founder regrets not receiving White House reply to his open letter,https://www.tass.com/politics/1566117,"24 Jan, 06:28 "
Lavrov arrives in Kingdom of Eswatini as part of his African tour,https://www.tass.com/politics/1566111,"24 Jan, 04:02 "
"Special op an extreme measure, response to aggression prepared by US, allies — Medvedev",https://www.tass.com/russia/1566085,"24 Jan, 02:15 "
"Russia’s, Iran’s capabilities can complement each other, serve regional interests — Raisi",https://www.tass.com/world/1566067,"24 Jan, 01:17 "
"Dollar drops to 68.7 rubles, euro climbs to 75.06 rubles",https://www.tass.com/economy/1565577,"23 Jan, 09:56 "
"Russia says its jets, artillery struck command post of Ukraine’s 128th assault brigade",https://www.tass.com/defense/1565565,"23 Jan, 09:03 "
Russia says its troops destroyed artillery ammunition depot in Zaporozhye Region,https://www.tass.com/defense/1565563,"23 Jan, 09:01 "
Lavrov arrives in South Africa on working visit,https://www.tass.com/politics/1565571,"23 Jan, 08:58 "
Russia says its forces took positions of advantage during offensive in Zaporozhye area,https://www.tass.com/defense/1565561,"23 Jan, 08:57 "
Russia says it destroyed US-made radar in Kherson area,https://www.tass.com/defense/1565559,"23 Jan, 08:55 "
Argentine president says dialogue with Russia goes on amid special operation in Ukraine,https://www.tass.com/world/1565555,"23 Jan, 07:30 "
Iranian president to receive Russian legislature speaker — report,https://www.tass.com/world/1565551,"23 Jan, 05:33 "
Russian Orthodox Church labels Quran burning in Sweden as 'unacceptable vandalism',https://www.tass.com/society/1565547,"23 Jan, 05:27 "
"Minsk not confining itself to Russian market, maintaining ties with Europe’s — deputy PM",https://www.tass.com/economy/1565541,"23 Jan, 05:15 "
Medvedev says military alliance of countries ‘annoyed with US’ may appear,https://www.tass.com/russia/1565487,"22 Jan, 18:37 "
"Putin will visit MSU, hold meetings with Russian Security Council, cabinet next week — TV",https://www.tass.com/russia/1565485,"22 Jan, 18:24 "
Russian foreign minister extends Diplomats Day greetings to his Belarusian counterpart,https://www.tass.com/russia/1565469,"22 Jan, 16:36 "
"Russia records 5,729 new daily coronavirus cases in past day",https://www.tass.com/russia/1565463,"22 Jan, 14:47 "
Parliament hearing on vapes ban in Russia to be held in 1.5-2 months – lawmaker,https://www.tass.com/politics/1565445,"22 Jan, 09:45 "
"Russia’s NSPC sets unified charges in catering, food retail – newspaper",https://www.tass.com/economy/1565443,"22 Jan, 09:23 "
Bronchopulmonary disease risk from vaping higher than from smoking – expert,https://www.tass.com/society/1565441,"22 Jan, 07:45 "
"Air alert, explosions reported in part of Zaporozhye Region controlled by Kiev",https://www.tass.com/world/1565435,"22 Jan, 06:11 "
Coronavirus pandemic to end in one - two years at the earliest – expert,https://www.tass.com/society/1565431,"22 Jan, 06:02 "
"Moscow to see shiny weather, mild frosts next week – expert",https://www.tass.com/society/1565429,"22 Jan, 05:14 "
Astoria Grande passengers return to Russia after ship delay in Turkey,https://www.tass.com/society/1565427,"22 Jan, 04:37 "
"Russian Red Cross Society provides aid to more than 66,000 refugees from Ukraine, Donbass",https://www.tass.com/society/1565425,"22 Jan, 04:18 "
"Ukrainian army opened fire on DPR 26 times over day, says DPR mission",https://www.tass.com/emergencies/1565423,"22 Jan, 03:54 "
Price cap on Russian petroleum products may not be as planned – US official,https://www.tass.com/world/1565419,"22 Jan, 03:51 "
Ten persons injured in traffic accident with bus – Interior Department,https://www.tass.com/emergencies/1565417,"22 Jan, 02:55 "
Russian parliamentary delegation to visit Iran,https://www.tass.com/politics/1565415,"22 Jan, 02:45 "
Ukrainian forces shell Stakhanov plant – politician,https://www.tass.com/politics/1565413,"22 Jan, 02:44 "
Nearly 90 terrorism-related crimes prevented in Moscow in 2022,https://www.tass.com/russia/1565291,"21 Jan, 01:53 "
"RFU, UEFA to discuss lifting of sanctions against Russian football on January 24 — source",https://www.tass.com/sport/1565283,"21 Jan, 01:38 "
"Dollar grows to 68.92 rubles, euro slides to 74 rubles on Moscow Exchange",https://www.tass.com/economy/1564797,"20 Jan, 09:53 "
"Over 32,000 hectares of land in DPR, LPR demined during special operation — official",https://www.tass.com/defense/1564793,"20 Jan, 09:42 "
Anti-sniper force being created in Crimea,https://www.tass.com/defense/1564791,"20 Jan, 09:38 "
Two civilians killed as Ukrainian troops shell Volnovakha in DPR,https://www.tass.com/russia/1564743,"20 Jan, 02:18 "
"Silence mode over Wagner PMC no longer necessary, businessman Prigozhin says",https://www.tass.com/russia/1564733,"20 Jan, 01:55 "
Russian government approves regulations on state control over foreign agents,https://www.tass.com/russia/1564731,"20 Jan, 01:52 "
"Ukrainian forces shell downtown Volnovakha, a house is burning — authorities",https://www.tass.com/russia/1564723,"20 Jan, 01:49 "
Dollar rate up to 68.94 rubles as trading opens on Thursday,https://www.tass.com/economy/1564289,"19 Jan, 10:14 "
Russia will destroy any weapons West supplies to Kiev — Russian ambassador to US,https://www.tass.com/politics/1564285,"19 Jan, 09:57 "
Washington pushing Kiev to commit terrorist attacks in Russia — Ambassador to US,https://www.tass.com/russia/1564283,"19 Jan, 09:01 "
Bulgarian expert: Lavrov clearly outlined tasks of Russia’s special military operation,https://www.tass.com/world/1564281,"19 Jan, 08:59 "
Russian Ambassador to Canada says he received no demarche over Lavrov's remarks,https://www.tass.com/russia/1564279,"19 Jan, 08:12 "
Ottawa summons Russian Ambassador over Lavrov's remarks — Canada’s Foreign Minister,https://www.tass.com/world/1564275,"19 Jan, 06:35 "
